0.0, 0.0
41.0, 0.0
20.2, 0.0
21.1, 0.0
34.2, 0.0
34.3, 0.0
27.2, 0.0
32.1, 0.0
65.0, 0.0
67.2, 0.0
66.8, 0.0
68.9, 0.0
71.9, 0.0
75.6, 0.0
90.5, 0.0
90.5, 0.0
87.6, 0.0
87.8, 0.0
88.3, 0.0
88.4, 0.0
88.4, 0.0
90.4, 0.0
90.3, 0.0
90.2, 0.0
90.3, 0.0
90.4, 0.0
88.8, 0.0
88.8, 0.0
89.6, 0.0
90.1, 0.0
75.8, 0.0
69.9, 0.0
61.6, 0.0
60.0, 0.0
57.4, 0.0
73.4, 0.0
111.5, 0.0
88.9, 0.0
89.9, 0.0
90.6, 0.0
89.3, 0.0
70.5, 0.0
76.2, 0.0
93.8, 0.0
99.1, 0.0
97.7, 0.0
98.4, 0.0
94.6, 0.0
48.5, 0.1
90.5, 0.1
91.4, 0.1
98.4, 0.1
96.5, 0.1
95.2, 0.1
73.2, 0.1
71.4, 0.1
89.4, 0.1
97.9, 0.1
98.7, 0.1
97.8, 0.1
90.8, 0.1
46.6, 0.1
87.7, 0.1
88.2, 0.1
93.1, 0.1
91.7, 0.1
90.1, 0.1
67.1, 0.1
44.4, 0.1
47.6, 0.1
66.2, 0.1
58.0, 0.1
45.0, 0.1
38.1, 0.1
40.9, 0.1
37.1, 0.1
37.1, 0.1
35.2, 0.1
35.1, 0.1
37.2, 0.1
35.3, 0.1
39.6, 0.1
38.1, 0.1
37.2, 0.1
37.0, 0.1
36.8, 0.1
35.3, 0.1
35.4, 0.1
37.4, 0.1
35.3, 0.1
42.3, 0.1
47.6, 0.1
62.5, 0.1
60.6, 0.1
62.3, 0.1
49.9, 0.1
46.5, 0.1
69.7, 0.1
62.3, 0.1
76.5, 0.1
93.6, 0.1
62.6, 0.1
83.6, 0.1
58.2, 0.1
116.2, 0.1
91.5, 0.2
72.0, 0.2
84.1, 0.2
54.3, 0.2
94.3, 0.2
49.5, 0.2
47.5, 0.2
44.5, 0.2
60.2, 0.2
58.3, 0.2
126.1, 0.2
151.2, 0.2
86.1, 0.2
57.4, 0.2
57.3, 0.2
57.9, 0.2
59.3, 0.2
57.9, 0.2
59.2, 0.2
103.7, 0.2
82.2, 0.2
146.7, 0.2
85.9, 0.2
61.7, 0.2
115.7, 0.2
99.6, 0.2
156.0, 0.2
123.0, 0.2
153.9, 0.2
84.2, 0.2
58.6, 0.2
86.9, 0.2
154.4, 0.2
82.9, 0.2
58.4, 0.2
62.1, 0.2
60.6, 0.2
60.4, 0.2
62.0, 0.2
63.5, 0.2
159.8, 0.2
118.3, 0.2
60.6, 0.3
79.5, 0.3
61.9, 0.3
62.5, 0.3
68.3, 0.3
155.9, 0.3
116.5, 0.3
119.6, 0.3
175.2, 0.3
108.9, 0.3
117.6, 0.3
167.1, 0.3
107.6, 0.3
76.6, 0.3
75.6, 0.3
96.3, 0.3
75.4, 0.3
69.9, 0.3
78.1, 0.3
77.1, 0.3
73.6, 0.3
74.7, 0.3
95.9, 0.3
76.7, 0.3
113.9, 0.3
130.6, 0.3
121.3, 0.3
114.5, 0.3
69.6, 0.3
112.2, 0.3
90.9, 0.3
97.9, 0.3
91.1, 0.3
80.8, 0.3
99.9, 0.3
101.7, 0.3
99.0, 0.3
253.6, 0.4
160.5, 0.4
154.1, 0.4
194.0, 0.4
209.2, 0.4
104.1, 0.4
79.9, 0.4
80.0, 0.4
33.4, 0.4
18.9, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.0, 0.4
17.9, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
17.9, 0.4
17.9, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
18.8, 0.4
17.9, 0.4
18.0, 0.4
5.9, 0.4
0.0, 0.4
